customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,MonthlyCharges_INR,TotalCharges_INR,tenure_bucket,OnlineSecurity_bin,TechSupport_bin,OnlineBackup_bin,DeviceProtection_bin,StreamingTV_bin,StreamingMovies_bin,service_count,contract_num,internet_tier,charge_per_tenure,cluster,persona_code,persona_name,persona_priority,pca_1,pca_2
3079-BCHLN,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,No,0,1661.65,78736.325,37–48m,0,0,0,0,0,0,0,1,0,34.61770833333333,2,Persona D,Loyal High-Value,LOW,-1.3273254839839084,-2.243019549756862
7777-UNYHB,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,No,0,1678.35,19405.4,7–12m,0,0,0,0,0,0,0,0,0,129.10384615384615,2,Persona D,Loyal High-Value,LOW,-2.432223356926632,-1.1619380054308743
5597-GLBUC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,1,7135.075,7135.075,0–6m,0,0,0,1,1,0,2,0,2,3567.5375,3,Persona A,High-Risk New Customers,CRITICAL,-1.6878039541942629,3.517691247098527
7278-CKDNC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,No,0,6721.75,174385.57499999998,19–24m,0,0,1,0,0,0,1,0,2,268.87,1,Persona B,Price-Sensitive Churners,HIGH,-0.11287900077987834,1.0544722198821237
2748-MYRVK,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,1,8341.65,512439.5,49–72m,0,0,1,0,1,1,3,1,2,130.33828125,0,Persona C,Engaged Mid-Tier,MEDIUM,2.581951839341188,0.25765642882259826
8450-UYIBU,Female,1,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,No,0,3327.475,119789.1,25–36m,0,0,0,1,1,0,2,0,1,92.42986111111111,1,Persona B,Price-Sensitive Churners,HIGH,-0.6481754760891292,-0.3980908343351101
2969-VAPYH,Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870.0,No,0,5051.75,323145.0,49–72m,1,1,1,0,0,0,3,1,1,74.2904411764706,0,Persona C,Engaged Mid-Tier,MEDIUM,1.290920042688533,-1.0515056808424332
4822-YCXMX,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,1,7080.8,170628.075,25–36m,0,0,0,0,0,1,1,0,2,272.33846153846156,1,Persona B,Price-Sensitive Churners,HIGH,-0.05046286964064219,1.1065975672886015
7181-OQCUT,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,0,8671.475,184952.5,19–24m,1,0,0,1,1,1,4,0,2,394.1579545454546,1,Persona B,Price-Sensitive Churners,HIGH,0.8670413677683834,1.7134475905091624
8474-UMLNT,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,0,5661.3,70327.875,13–18m,1,1,1,0,0,1,4,0,1,404.37857142857143,1,Persona B,Price-Sensitive Churners,HIGH,-0.407265272834773,0.637037777292527
9821-POOTN,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,1,6279.2,215112.7,25–36m,0,0,0,0,0,0,0,0,2,174.42222222222222,1,Persona B,Price-Sensitive Churners,HIGH,-0.09549963769558707,0.6967343848491996
3836-FZSDJ,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901.0,No,0,2074.975,158733.5,49–72m,0,0,0,0,0,0,0,2,0,28.819097222222222,2,Persona D,Loyal High-Value,LOW,-0.31863112513331987,-3.0536510741832146
9142-XMYJH,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No,0,1615.725,50233.6,25–36m,0,0,0,0,0,0,0,0,0,53.857499999999995,2,Persona D,Loyal High-Value,LOW,-2.0377055361343164,-1.451084156085261
6559-ILWKJ,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,1,4120.725,293523.375,49–72m,0,0,1,0,1,1,3,2,1,57.23229166666667,0,Persona C,Engaged Mid-Tier,MEDIUM,1.4448192319435658,-1.8135906263638075
0187-QSXOE,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,0,7431.5,50555.075,7–12m,0,0,0,0,1,1,2,0,2,928.9375,1,Persona B,Price-Sensitive Churners,HIGH,-0.595707429564817,1.8958691087699853
7733-UDMTP,Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,No,0,4592.5,258353.175,49–72m,0,0,1,1,1,1,4,0,1,79.18103448275862,1,Persona B,Price-Sensitive Churners,HIGH,0.8069837921297658,-0.3704792349198728
2649-HWLYB,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,No,0,6358.525000000001,411617.425,49–72m,1,1,0,1,0,1,4,2,1,96.34128787878788,0,Persona C,Engaged Mid-Tier,MEDIUM,2.2454942286995956,-1.2762530140873418
5214-CHIWJ,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,No,0,1695.05,49686.675,25–36m,0,0,0,0,0,0,0,1,0,60.5375,2,Persona D,Loyal High-Value,LOW,-1.7586107140395357,-1.9489791119377442
4229-CZMLL,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,6254.150000000001,39228.3,0–6m,0,0,0,0,0,0,0,0,2,893.45,1,Persona B,Price-Sensitive Churners,HIGH,-1.30883874259368,1.547624309696182
6904-JLBGY,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,0,9798.725,704426.875,49–72m,1,1,1,1,1,1,6,2,2,134.2291095890411,0,Persona C,Engaged Mid-Tier,MEDIUM,4.531031061763006,0.017261198478783393
2465-BLLEU,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No,0,1649.125,1649.125,0–6m,0,0,0,0,0,0,0,0,0,824.5625,2,Persona D,Loyal High-Value,LOW,-2.894118821441054,-0.5990988729660464
1685-VAYJF,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,No,0,3774.2,41082.0,7–12m,0,0,0,0,0,0,0,0,1,314.51666666666665,1,Persona B,Price-Sensitive Churners,HIGH,-1.7723183312375614,0.012092829552671283
8874-EJNSR,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,No,0,2104.2,82493.825,37–48m,0,0,0,0,0,0,0,2,0,52.605,2,Persona D,Loyal High-Value,LOW,-1.0879513125941458,-2.591762281911937
6917-YACBP,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,0,7494.125,458991.15,49–72m,1,0,1,1,0,0,3,0,2,124.90208333333334,0,Persona C,Engaged Mid-Tier,MEDIUM,1.930364492162618,0.7137363293295971
5049-MUBWG,Male,0,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,0,6262.5,159347.225,25–36m,1,1,0,0,1,1,4,1,1,231.94444444444446,1,Persona B,Price-Sensitive Churners,HIGH,0.5152078674198,-0.09620938439103108
4223-WOZCM,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,0,4170.825,8942.85,0–6m,0,0,0,1,0,0,1,0,1,1390.2749999999999,3,Persona A,High-Risk New Customers,CRITICAL,-2.0445452655232437,0.9226063691194832
0769-MURVM,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,No,0,5485.95,382041.725,49–72m,1,1,1,1,1,1,6,2,1,75.14999999999999,0,Persona C,Engaged Mid-Tier,MEDIUM,2.648641638470775,-1.3906756678560561
9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,0,5598.675,359847.425,49–72m,1,0,1,1,0,0,3,1,1,84.82840909090909,0,Persona C,Engaged Mid-Tier,MEDIUM,1.4382593481333037,-0.9309258898720164
7030-FZTFM,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,No,0,9260.15,661549.625,49–72m,0,1,1,1,1,1,5,2,2,126.85136986301369,0,Persona C,Engaged Mid-Tier,MEDIUM,4.086550171840197,-0.14073528824290452
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,0,7343.825,43616.225,0–6m,0,1,0,0,0,1,2,0,2,1049.117857142857,1,Persona B,Price-Sensitive Churners,HIGH,-0.6832659248733908,1.9675398058840576
5917-RYRMG,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,No,0,1653.3,49072.95,25–36m,0,0,0,0,0,0,0,1,0,50.1,2,Persona D,Loyal High-Value,LOW,-1.6762210673838553,-2.0290290350066638
5120-ZBLAI,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,No,0,6320.95,323662.7,49–72m,0,0,0,1,1,1,3,1,1,123.94019607843137,0,Persona C,Engaged Mid-Tier,MEDIUM,1.17871914238272,-0.5740334983971976
1194-BHJYC,Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,No,0,5189.525,315533.975,49–72m,1,1,0,1,1,1,5,2,1,83.70201612903226,0,Persona C,Engaged Mid-Tier,MEDIUM,1.9806661053711676,-1.3453313160178597
3663-MITLP,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,1,8454.375,121680.375,13–18m,0,0,1,1,1,1,4,0,2,528.3984375,1,Persona B,Price-Sensitive Churners,HIGH,0.514179903807957,1.8494960838008234
0906-QVPMS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No,0,9615.025,697179.0750000001,49–72m,1,1,1,1,1,1,6,2,2,131.71267123287672,0,Persona C,Engaged Mid-Tier,MEDIUM,4.483312055443545,-0.0147413053223313
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,1,1582.325,15497.6,7–12m,0,0,0,0,0,0,0,0,0,158.23250000000002,2,Persona D,Loyal High-Value,LOW,-2.5193916927054505,-1.1203798399155742
1905-OEILC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No,0,1628.25,1628.25,0–6m,0,0,0,0,0,0,0,0,0,814.125,2,Persona D,Loyal High-Value,LOW,-2.8941918778997753,-0.6090001237371526
7858-GTZSP,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,No,0,7226.925,89086.15000000001,7–12m,0,0,0,0,0,1,1,0,2,555.9173076923078,1,Persona B,Price-Sensitive Churners,HIGH,-0.5649801847215593,1.492759625182979
3285-UCQVC,Female,0,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,2388.1,81291.425,37–48m,0,1,0,0,0,0,1,0,1,62.84473684210526,2,Persona D,Loyal High-Value,LOW,-1.1016702877828957,-0.6668533555500652
6248-BSHKG,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,No,0,1703.4,102408.575,49–72m,0,0,0,0,0,0,0,1,0,27.4741935483871,2,Persona D,Loyal High-Value,LOW,-1.0095694546747107,-2.431593552184144
4685-TFLLS,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,No,0,1653.3,28582.05,13–18m,0,0,0,0,0,0,0,1,0,87.01578947368421,2,Persona D,Loyal High-Value,LOW,-1.988061498269664,-1.8159708871502327
3470-BTGQO,Male,0,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,No,0,3811.775,82251.675,19–24m,0,0,0,0,0,0,0,0,1,173.26250000000002,1,Persona B,Price-Sensitive Churners,HIGH,-1.4356651648429606,-0.20811233603183876
1209-VFFOC,Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,No,0,4709.4,329695.575,49–72m,1,1,1,1,0,1,5,2,1,68.25217391304348,0,Persona C,Engaged Mid-Tier,MEDIUM,2.0710827990445737,-1.5345593969057125
8224-DWCKX,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,No,0,6120.55,69142.175,7–12m,0,0,0,0,0,0,0,0,2,470.8115384615385,1,Persona B,Price-Sensitive Churners,HIGH,-1.0117785008487619,1.18430126639255
5482-PLVPE,Female,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,2033.225,3494.475,0–6m,0,0,0,0,0,0,0,0,1,677.7416666666667,2,Persona D,Loyal High-Value,LOW,-2.4178380475317507,0.05461707937103779
4553-DVPZG,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,No,0,8462.725,514752.45,49–72m,0,0,0,1,1,1,3,0,2,134.32896825396827,0,Persona C,Engaged Mid-Tier,MEDIUM,2.2833250208250253,0.836495808522186
4902-OHLSK,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,1,8237.275,239039.625,25–36m,0,1,0,0,1,1,3,0,2,274.5758333333333,1,Persona B,Price-Sensitive Churners,HIGH,0.8775131451728321,1.3792417760096083
6917-IAYHD,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,No,0,2805.6,2805.6,0–6m,0,1,1,0,0,0,2,0,1,1402.8,3,Persona A,High-Risk New Customers,CRITICAL,-2.050790876093086,0.7755245412581412
0495-ZBNGW,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,6671.650000000001,28719.825,0–6m,0,0,0,1,0,0,1,0,2,1111.9416666666668,1,Persona B,Price-Sensitive Churners,HIGH,-1.1118934508308953,1.8358490820812425
8620-RJPZN,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,No,0,1728.45,1728.45,0–6m,0,0,0,0,0,0,0,0,0,864.225,2,Persona D,Loyal High-Value,LOW,-2.8938412068979127,-0.5614741200358442
7572-KPVKK,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,No,0,8688.175,550306.75,49–72m,0,1,0,1,1,1,4,2,2,137.90753968253966,0,Persona C,Engaged Mid-Tier,MEDIUM,3.2703578810031706,-0.14582366285525983
2642-MAWLJ,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,No,0,1690.875,59948.825,25–36m,0,0,0,0,0,0,0,2,0,45.69932432432432,2,Persona D,Loyal High-Value,LOW,-1.2643127052622476,-2.623220699412469
2357-COQEK,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,1,8625.55,241369.275,25–36m,0,1,0,1,1,1,4,0,2,297.43275862068964,1,Persona B,Price-Sensitive Churners,HIGH,1.165811621592845,1.5421990220163677
7103-ZGVNT,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,No,0,6153.95,407968.475,49–72m,1,1,1,0,1,0,4,1,1,87.91357142857143,0,Persona C,Engaged Mid-Tier,MEDIUM,1.9708417987944042,-0.827008187214588
3737-GCSPV,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,8032.7,102041.175,7–12m,1,1,0,0,1,0,3,0,2,669.3916666666667,1,Persona B,Price-Sensitive Churners,HIGH,0.03511242425317828,1.8493823013201673
2027-WKXMW,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No,0,9080.625,573786.95,49–72m,0,1,1,1,1,1,5,0,2,141.884765625,0,Persona C,Engaged Mid-Tier,MEDIUM,3.0473380054080175,1.0604202234459752
7137-NAXML,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,0,1682.525,33867.6,19–24m,0,0,0,0,0,0,0,1,0,70.10520833333334,2,Persona D,Loyal High-Value,LOW,-1.8764805594795464,-1.8887791676581456
2428-ZMCTB,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,No,0,1649.125,17388.875,7–12m,0,0,0,0,0,0,0,0,0,149.92045454545453,2,Persona D,Loyal High-Value,LOW,-2.483718495222594,-1.1274534835633558
2961-VNFKL,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,No,0,2166.825,150458.65,49–72m,0,0,0,0,0,0,0,2,0,30.094791666666666,2,Persona D,Loyal High-Value,LOW,-0.3271562097761589,-3.035134779261963
1768-HNVGJ,Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No,0,5849.175,255714.575,37–48m,1,1,0,0,0,1,3,0,1,127.15597826086957,1,Persona B,Price-Sensitive Churners,HIGH,0.5263774768902341,-0.030889904219190144
6963-KQYQB,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,No,0,2008.175,147356.625,49–72m,0,0,0,0,0,0,0,2,0,28.284154929577465,2,Persona D,Loyal High-Value,LOW,-0.37735836123687844,-3.049893119054736
5934-RMPOV,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No,0,7076.625,151698.625,19–24m,0,0,0,0,0,1,1,0,2,307.67934782608694,1,Persona B,Price-Sensitive Churners,HIGH,-0.1660549829946164,1.1710563649236891
1207-BLKSA,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,No,0,1924.675,104800.85,49–72m,0,0,0,0,0,0,0,2,0,36.31462264150943,2,Persona D,Loyal High-Value,LOW,-0.823195482141762,-2.810780244219746
4088-YLDSU,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,1,8696.525,479544.675,49–72m,0,1,0,1,1,1,4,1,2,155.29508928571428,0,Persona C,Engaged Mid-Tier,MEDIUM,2.6462240008932163,0.5167568656114733
8316-BBQAY,Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No,0,5005.825,327411.85,49–72m,1,1,0,1,1,1,5,2,1,75.84583333333333,0,Persona C,Engaged Mid-Tier,MEDIUM,2.0565343863305876,-1.4378740057911812
1166-PQLGG,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,No,0,1632.425,122198.075,49–72m,0,0,0,0,0,0,0,2,0,22.361986301369864,2,Persona D,Loyal High-Value,LOW,-0.46790496477176446,-3.140297070536661
3146-JTQHR,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No,0,1636.6,15819.075,7–12m,0,0,0,0,0,0,0,1,0,148.78181818181818,2,Persona D,Loyal High-Value,LOW,-2.1844211444303165,-1.6724905353488453
4291-YZODP,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,0,1674.175,8082.8,7–12m,0,0,0,0,0,0,0,1,0,209.271875,2,Persona D,Loyal High-Value,LOW,-2.2708542775654292,-1.5880099969180852
4395-PZMSN,Male,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No,0,7143.425,34109.75,0–6m,0,0,1,0,0,1,2,0,2,1190.5708333333334,1,Persona B,Price-Sensitive Churners,HIGH,-0.8021049453678489,2.0328775742316423
6427-FEFIG,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,0,6563.099999999999,154195.275,19–24m,1,0,0,1,1,1,4,2,1,262.524,0,Persona C,Engaged Mid-Tier,MEDIUM,0.8089874983377411,-0.5402182180913899
0017-IUDMW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,0,9752.8,706138.625,49–72m,1,1,1,1,1,1,6,2,2,133.6,0,Persona C,Engaged Mid-Tier,MEDIUM,4.528690079834494,0.008518874286260828
8706-HRADD,Male,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,0,3636.425,84460.25,19–24m,1,1,0,0,1,0,3,0,1,165.29204545454547,1,Persona B,Price-Sensitive Churners,HIGH,-0.7174741571888127,-0.037754679481763885
9955-QOPOY,Male,0,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No,0,5076.8,355993.9,49–72m,0,1,1,1,1,1,5,1,1,72.52571428571429,0,Persona C,Engaged Mid-Tier,MEDIUM,1.9111682665347511,-0.944320927259737
4385-ZKVNW,Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,0,4584.15,212849.85,37–48m,0,1,1,0,0,0,2,0,1,101.86999999999999,1,Persona B,Price-Sensitive Churners,HIGH,-0.04376976257727354,-0.3129281339694655
5446-DKWYW,Female,1,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No,0,5444.2,331081.675,49–72m,0,0,0,1,1,0,2,1,1,87.80967741935484,0,Persona C,Engaged Mid-Tier,MEDIUM,1.0192498424562235,-0.9654196017114601
2034-CGRHZ,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,1,8596.325,208474.45,19–24m,0,0,1,1,1,1,4,0,2,343.853,1,Persona B,Price-Sensitive Churners,HIGH,0.9873682663667378,1.6252111947287546
5797-APWZC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,7565.099999999999,7565.099999999999,0–6m,0,0,0,0,1,1,2,0,2,3782.5499999999997,3,Persona A,High-Risk New Customers,CRITICAL,-1.6862989911446058,3.721657012983309
3683-QKIUE,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,1,4241.8,24052.175,0–6m,0,1,0,0,0,0,1,0,1,605.9714285714286,1,Persona B,Price-Sensitive Churners,HIGH,-1.6778960157793565,0.40754203629702074
4228-ZGYUW,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,7519.175,30736.35,0–6m,0,0,1,0,0,1,2,0,2,1503.835,3,Persona A,High-Risk New Customers,CRITICAL,-0.8675563296610695,2.300507958402351
9031-ZVQPT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No,0,9034.7,654690.1,49–72m,0,1,1,1,1,1,5,2,2,123.76301369863015,0,Persona C,Engaged Mid-Tier,MEDIUM,4.033524990198264,-0.1804395381333669
2990-IAJSV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No,0,7682.0,553834.625,49–72m,1,1,1,1,1,1,6,2,1,105.23287671232876,0,Persona C,Engaged Mid-Tier,MEDIUM,3.4508093004736486,-1.0260231111550009
8107-KNCIM,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No,0,6270.849999999999,84614.725,13–18m,0,0,0,0,0,0,0,0,2,418.0566666666666,1,Persona B,Price-Sensitive Churners,HIGH,-0.8947394506176042,1.148908775190914
